ID Cliente;Zona;País;Tipo de producto;Canal de venta;Prioridad;Fecha pedido;ID Pedido;Fecha envío;Unidades; Precio Unitario ; Coste unitario ; Importe venta total ; Importe Coste total 
C7918;África;United Arab Emirates;Material de oficina;Offline;Baja;30/05/2020;791869914;22/06/2020;760; 651,21 € ; 524,96 € ; 494.919,60 € ; 398.969,60 € 
C8797;África;Mauritania;Cuidado personal;Online;Media;28/06/2021;879781568;17/08/2021;5771; 81,73 € ; 56,67 € ; 471.663,83 € ; 327.042,57 € 
C7294;Centroamérica y Caribe;Nicaragua;Cárnicos;Offline;Crítica;19/03/2020;729468429;13/04/2020;4773; 421,89 € ; 364,69 € ; 2.013.680,97 € ; 1.740.665,37 € 
C9987;Asia;Malaysia;Ropa;Offline;Alta;5/03/2020;998791825;21/03/2020;3551; 109,28 € ; 35,84 € ; 388.053,28 € ; 127.267,84 € 
C6159;África;Zambia;Cosméticos;Online;Alta;30/01/2021;615925586;25/02/2021;4923; 437,20 € ; 263,33 € ; 2.152.335,60 € ; 1.296.373,59 € 
C8293;África;Malawi;Frutas;Online;Baja;7/03/2020;829356038;29/03/2020;3737; 9,33 € ; 6,92 € ; 34.866,21 € ; 25.860,04 € 
C2578;África;Lesotho;Cuidado personal;Offline;Alta;9/04/2022;257882010;17/04/2022;1872; 81,73 € ; 56,67 € ; 152.998,56 € ; 106.086,24 € 
C7406;África;Malawi;Cárnicos;Offline;Baja;11/02/2021;740614831;15/02/2021;3241; 421,89 € ; 364,69 € ; 1.367.345,49 € ; 1.181.960,29 € 
C5869;África;Iraq;Cárnicos;Offline;Crítica;19/11/2020;586978328;6/12/2020;8786; 421,89 € ; 364,69 € ; 3.706.725,54 € ; 3.204.166,34 € 
C4267;Asia;Turkmenistan;Doméstico;Offline;Media;9/06/2020;426708829;25/06/2020;1480; 668,27 € ; 502,54 € ; 989.039,60 € ; 743.759,20 € 
C9598;África;United Arab Emirates;Material de oficina;Offline;Baja;19/06/2020;959855163;28/06/2020;1328; 651,21 € ; 524,96 € ; 864.806,88 € ; 697.146,88 € 
C7067;Asia;Maldives;Doméstico;Online;Alta;20/01/2022;706778657;7/02/2022;366; 668,27 € ; 502,54 € ; 244.586,82 € ; 183.929,64 € 
C9581;Europa;Romania;Doméstico;Online;Crítica;29/05/2022;958153140;1/06/2022;7661; 668,27 € ; 502,54 € ; 5.119.616,47 € ; 3.849.958,94 € 
C8249;África;Lebanon;Cosméticos;Offline;Crítica;28/12/2021;824964940;5/02/2022;4313; 437,20 € ; 263,33 € ; 1.885.643,60 € ; 1.135.742,29 € 
C3885;Europa;Portugal;Cosméticos;Online;Alta;30/03/2020;388512885;3/05/2020;8451; 437,20 € ; 263,33 € ; 3.694.777,20 € ; 2.225.401,83 € 
C2504;Europa;Bosnia and Herzegovina;Material de oficina;Offline;Crítica;22/09/2022;250408303;7/10/2022;236; 651,21 € ; 524,96 € ; 153.685,56 € ; 123.890,56 € 
C1825;África;Iraq;Snacks;Offline;Crítica;10/07/2022;182575023;24/08/2022;6861; 152,58 € ; 97,44 € ; 1.046.851,38 € ; 668.535,84 € 
C4772;Europa;Moldova ;Ropa;Offline;Crítica;18/09/2021;477249372;6/11/2021;7549; 109,28 € ; 35,84 € ; 824.954,72 € ; 270.556,16 € 
C5969;África;Liberia;Cereales;Offline;Alta;6/05/2021;596980178;17/06/2021;8556; 205,70 € ; 117,11 € ; 1.759.969,20 € ; 1.001.993,16 € 
C5246;África;Sudan;Alimento infantil;Online;Baja;1/01/2020;524628770;3/01/2020;8166; 255,28 € ; 159,42 € ; 2.084.616,48 € ; 1.301.823,72 € 
C3133;África;Democratic Republic of the Congo;Cosméticos;Online;Media;18/12/2020;313368976;2/02/2021;1698; 437,20 € ; 263,33 € ; 742.365,60 € ; 447.134,34 € 
C5366;África;Morocco;Snacks;Offline;Media;13/03/2022;536687123;15/03/2022;6501; 152,58 € ; 97,44 € ; 991.922,58 € ; 633.457,44 € 
C9383;Centroamérica y Caribe;Saint Vincent and the Grenadines;Frutas;Online;Media;20/08/2020;938382041;29/09/2020;6954; 9,33 € ; 6,92 € ; 64.880,82 € ; 48.121,68 € 
C8825;África;Pakistan;Doméstico;Offline;Baja;12/03/2022;882565057;19/04/2022;9468; 668,27 € ; 502,54 € ; 6.327.180,36 € ; 4.758.048,72 € 
C7036;Europa;Sweden;Cereales;Online;Alta;27/04/2020;703659999;14/05/2020;7485; 205,70 € ; 117,11 € ; 1.539.664,50 € ; 876.568,35 € 
C3564;Australia y Oceanía;Palau;Cuidado personal;Online;Crítica;24/04/2020;356403195;3/05/2020;6480; 81,73 € ; 56,67 € ; 529.610,40 € ; 367.221,60 € 
C7658;Europa;Poland;Cereales;Offline;Crítica;15/09/2020;765843474;21/10/2020;8958; 205,70 € ; 117,11 € ; 1.842.660,60 € ; 1.049.071,38 € 
C6773;África;Equatorial Guinea;Cárnicos;Online;Crítica;15/06/2020;677342164;15/07/2020;9453; 421,89 € ; 364,69 € ; 3.988.126,17 € ; 3.447.414,57 € 
C7065;Australia y Oceanía;Kiribati;Doméstico;Offline;Media;30/04/2020;706573092;15/05/2020;9535; 668,27 € ; 502,54 € ; 6.371.954,45 € ; 4.791.718,90 € 
C1895;Asia;Myanmar;Cereales;Offline;Crítica;6/07/2021;189522588;1/08/2021;2800; 205,70 € ; 117,11 € ; 575.960,00 € ; 327.908,00 € 
C3324;Centroamérica y Caribe;Haiti;Doméstico;Online;Crítica;18/04/2021;332489478;26/05/2021;9880; 668,27 € ; 502,54 € ; 6.602.507,60 € ; 4.965.095,20 € 
C1620;África;Mauritius ;Snacks;Online;Media;26/03/2020;162085092;2/05/2020;3435; 152,58 € ; 97,44 € ; 524.112,30 € ; 334.706,40 € 
C5752;Europa;Luxembourg;Cereales;Online;Crítica;18/09/2020;575233256;5/11/2020;3158; 205,70 € ; 117,11 € ; 649.600,60 € ; 369.833,38 € 
C2891;Australia y Oceanía;Tonga;Ropa;Offline;Baja;31/08/2022;289170300;11/09/2022;773; 109,28 € ; 35,84 € ; 84.473,44 € ; 27.704,32 € 
C7914;Europa;Ukraine;Verduras;Offline;Alta;16/02/2022;791445052;19/02/2022;5033; 154,06 € ; 90,93 € ; 775.383,98 € ; 457.650,69 € 
C4899;África;Sudan;Snacks;Online;Alta;7/04/2021;489918839;21/04/2021;6727; 152,58 € ; 97,44 € ; 1.026.405,66 € ; 655.478,88 € 
C5627;Europa;France;Doméstico;Online;Baja;19/03/2021;562765491;11/04/2021;3669; 668,27 € ; 502,54 € ; 2.451.882,63 € ; 1.843.819,26 € 
C9084;Asia;Laos;Ropa;Offline;Media;25/08/2020;908471333;16/09/2020;5711; 109,28 € ; 35,84 € ; 624.098,08 € ; 204.682,24 € 
C5958;Centroamérica y Caribe;Dominica;Cosméticos;Online;Crítica;31/01/2020;595835196;12/03/2020;9730; 437,20 € ; 263,33 € ; 4.253.956,00 € ; 2.562.200,90 € 
C1139;Europa;Estonia;Snacks;Offline;Alta;3/06/2020;113968408;26/06/2020;4639; 152,58 € ; 97,44 € ; 707.818,62 € ; 452.024,16 € 
C9222;África;Afghanistan;Cuidado personal;Offline;Crítica;23/07/2021;922294795;11/09/2021;6380; 81,73 € ; 56,67 € ; 521.437,40 € ; 361.554,60 € 
C5005;África;Eritrea;Frutas;Online;Crítica;29/11/2020;500550687;16/12/2020;2926; 9,33 € ; 6,92 € ; 27.299,58 € ; 20.247,92 € 
C8987;África;Oman;Cárnicos;Online;Alta;8/08/2020;898784911;15/08/2020;9283; 421,89 € ; 364,69 € ; 3.916.404,87 € ; 3.385.417,27 € 
C1873;Centroamérica y Caribe;Cuba;Snacks;Offline;Media;18/04/2020;187358796;6/05/2020;2486; 152,58 € ; 97,44 € ; 379.313,88 € ; 242.235,84 € 
C1069;África;Oman;Cereales;Offline;Crítica;23/06/2021;106946170;27/07/2021;6603; 205,70 € ; 117,11 € ; 1.358.237,10 € ; 773.277,33 € 
C2185;Europa;Luxembourg;Material de oficina;Offline;Alta;29/04/2020;218533360;2/05/2020;7733; 651,21 € ; 524,96 € ; 5.035.806,93 € ; 4.059.515,68 € 
C1534;África;Namibia;Material de oficina;Offline;Baja;27/07/2020;153419196;7/08/2020;9004; 651,21 € ; 524,96 € ; 5.863.494,84 € ; 4.726.739,84 € 
C9632;Asia;India;Frutas;Online;Alta;12/08/2020;963215005;21/08/2020;5580; 9,33 € ; 6,92 € ; 52.061,40 € ; 38.613,60 € 
C1698;Australia y Oceanía;Palau;Verduras;Offline;Alta;14/09/2020;169844615;19/10/2020;9651; 154,06 € ; 90,93 € ; 1.486.833,06 € ; 877.565,43 € 
C3155;Europa;Serbia;Cuidado personal;Online;Alta;26/06/2021;315544354;4/08/2021;5441; 81,73 € ; 56,67 € ; 444.692,93 € ; 308.341,47 € 
C4128;África;Mauritania;Verduras;Offline;Crítica;26/07/2022;412863051;5/08/2022;4206; 154,06 € ; 90,93 € ; 647.976,36 € ; 382.451,58 € 
C8946;Asia;Maldives;Frutas;Offline;Alta;10/02/2021;894662034;13/02/2021;9232; 9,33 € ; 6,92 € ; 86.134,56 € ; 63.885,44 € 
C4641;África;Liberia;Cuidado personal;Offline;Crítica;31/10/2021;464115130;9/11/2021;836; 81,73 € ; 56,67 € ; 68.326,28 € ; 47.376,12 € 
C1447;Europa;Greece;Bebida;Online;Media;4/04/2021;144708669;5/05/2021;1366; 47,45 € ; 31,79 € ; 64.816,70 € ; 43.425,14 € 
C1302;Centroamérica y Caribe;Dominica;Frutas;Offline;Baja;11/08/2020;130241477;23/08/2020;202; 9,33 € ; 6,92 € ; 1.884,66 € ; 1.397,84 € 
C2348;Asia;Vietnam;Cereales;Offline;Crítica;10/07/2021;234824883;19/07/2021;8756; 205,70 € ; 117,11 € ; 1.801.109,20 € ; 1.025.415,16 € 
C3428;Asia;Sri Lanka;Cereales;Offline;Alta;24/09/2021;342882716;9/10/2021;5470; 205,70 € ; 117,11 € ; 1.125.179,00 € ; 640.591,70 € 
C8591;Europa;Portugal;Doméstico;Offline;Media;28/03/2022;859151303;6/05/2022;818; 668,27 € ; 502,54 € ; 546.644,86 € ; 411.077,72 € 
C4586;Norteamérica;United States of America;Cárnicos;Offline;Crítica;26/02/2020;458679473;22/03/2020;2304; 421,89 € ; 364,69 € ; 972.034,56 € ; 840.245,76 € 
C1368;Centroamérica y Caribe;Jamaica;Snacks;Online;Crítica;30/07/2021;136828553;2/09/2021;9464; 152,58 € ; 97,44 € ; 1.444.017,12 € ; 922.172,16 € 
C9592;Europa;Cyprus;Alimento infantil;Online;Alta;19/02/2020;959272372;1/03/2020;8867; 255,28 € ; 159,42 € ; 2.263.567,76 € ; 1.413.577,14 € 
C9119;África;Iran;Cereales;Offline;Media;18/04/2021;911997258;7/05/2021;9110; 205,70 € ; 117,11 € ; 1.873.927,00 € ; 1.066.872,10 € 
C7513;Asia;Sri Lanka;Verduras;Offline;Crítica;4/12/2020;751302039;10/12/2020;5824; 154,06 € ; 90,93 € ; 897.245,44 € ; 529.576,32 € 
C8537;Australia y Oceanía;East Timor;Snacks;Online;Media;2/01/2021;853798043;5/02/2021;6669; 152,58 € ; 97,44 € ; 1.017.556,02 € ; 649.827,36 € 
C7664;África;Niger;Cárnicos;Online;Crítica;29/06/2022;766409099;3/07/2022;6338; 421,89 € ; 364,69 € ; 2.673.938,82 € ; 2.311.405,22 € 
C5563;Australia y Oceanía;Australia;Frutas;Online;Media;10/01/2021;556371533;9/02/2021;1555; 9,33 € ; 6,92 € ; 14.508,15 € ; 10.760,60 € 
C3612;África;Botswana;Alimento infantil;Online;Media;29/08/2022;361234176;11/09/2022;6075; 255,28 € ; 159,42 € ; 1.550.826,00 € ; 968.476,50 € 
C8388;Europa;Portugal;Frutas;Online;Media;27/05/2022;838858354;16/06/2022;5683; 9,33 € ; 6,92 € ; 53.022,39 € ; 39.326,36 € 
C9174;Asia;South Korea;Bebida;Offline;Alta;26/10/2022;917417895;28/10/2022;3197; 47,45 € ; 31,79 € ; 151.697,65 € ; 101.632,63 € 
C9453;Asia;Philippines;Cárnicos;Offline;Media;28/02/2021;945399129;29/03/2021;3466; 421,89 € ; 364,69 € ; 1.462.270,74 € ; 1.264.015,54 € 
C4416;Centroamérica y Caribe;Saint Vincent and the Grenadines;Cárnicos;Offline;Baja;23/03/2022;441600883;27/03/2022;8369; 421,89 € ; 364,69 € ; 3.530.797,41 € ; 3.052.090,61 € 
C3451;Centroamérica y Caribe;Panama;Verduras;Online;Crítica;20/08/2022;345134484;7/10/2022;1818; 154,06 € ; 90,93 € ; 280.081,08 € ; 165.310,74 € 
C7654;Europa;Italy;Cárnicos;Offline;Crítica;4/11/2020;765423762;18/11/2020;4756; 421,89 € ; 364,69 € ; 2.006.508,84 € ; 1.734.465,64 € 
C5322;Asia;Tajikistan;Alimento infantil;Offline;Media;6/06/2021;532205045;1/07/2021;154; 255,28 € ; 159,42 € ; 39.313,12 € ; 24.550,68 € 
C3455;Europa;Montenegro;Verduras;Online;Media;21/03/2022;345527160;28/04/2022;8020; 154,06 € ; 90,93 € ; 1.235.561,20 € ; 729.258,60 € 
C5257;África;Sao Tome and Principe;Verduras;Online;Crítica;10/06/2021;525751435;5/07/2021;388; 154,06 € ; 90,93 € ; 59.775,28 € ; 35.280,84 € 
C5635;África;Somalia;Verduras;Online;Baja;8/01/2022;563551700;24/02/2022;6326; 154,06 € ; 90,93 € ; 974.583,56 € ; 575.223,18 € 
C4699;Europa;Italy;Alimento infantil;Offline;Baja;25/07/2021;469914281;18/08/2021;6933; 255,28 € ; 159,42 € ; 1.769.856,24 € ; 1.105.258,86 € 
C3261;Europa;Poland;Cárnicos;Online;Alta;14/05/2022;326138007;4/06/2022;339; 421,89 € ; 364,69 € ; 143.020,71 € ; 123.629,91 € 
C7338;Europa;Ukraine;Material de oficina;Offline;Crítica;29/05/2021;733834207;9/06/2021;6704; 651,21 € ; 524,96 € ; 4.365.711,84 € ; 3.519.331,84 € 
C5649;Asia;Cambodia;Doméstico;Online;Crítica;12/05/2020;564926707;19/05/2020;3221; 668,27 € ; 502,54 € ; 2.152.497,67 € ; 1.618.681,34 € 
C1116;Europa;Bosnia and Herzegovina;Ropa;Offline;Crítica;19/04/2021;111651837;25/05/2021;9115; 109,28 € ; 35,84 € ; 996.087,20 € ; 326.681,60 € 
C6365;Asia;Philippines;Verduras;Online;Media;28/05/2022;636558425;8/06/2022;639; 154,06 € ; 90,93 € ; 98.444,34 € ; 58.104,27 € 
C3225;Asia;Japan;Snacks;Offline;Alta;9/04/2022;322507798;21/04/2022;6079; 152,58 € ; 97,44 € ; 927.533,82 € ; 592.337,76 € 
C1226;Asia;Turkmenistan;Ropa;Offline;Alta;25/04/2021;122673785;29/04/2021;754; 109,28 € ; 35,84 € ; 82.397,12 € ; 27.023,36 € 
C6105;Europa;Andorra;Verduras;Offline;Media;12/05/2020;610542714;29/05/2020;2012; 154,06 € ; 90,93 € ; 309.968,72 € ; 182.951,16 € 
C6299;África;Kenya;Alimento infantil;Online;Baja;23/01/2022;629913413;9/02/2022;4232; 255,28 € ; 159,42 € ; 1.080.344,96 € ; 674.665,44 € 
C4448;África;Mozambique;Ropa;Online;Alta;24/11/2020;444897210;1/01/2021;3826; 109,28 € ; 35,84 € ; 418.105,28 € ; 137.123,84 € 
C3899;Australia y Oceanía;Solomon Islands;Snacks;Offline;Alta;3/10/2021;389917933;18/11/2021;4236; 152,58 € ; 97,44 € ; 646.328,88 € ; 412.755,84 € 
C4197;África;Democratic Republic of the Congo;Cosméticos;Online;Alta;7/05/2021;419711911;1/06/2021;936; 437,20 € ; 263,33 € ; 409.219,20 € ; 246.476,88 € 
C5593;África;Uganda;Ropa;Offline;Baja;27/01/2021;559327971;15/03/2021;6431; 109,28 € ; 35,84 € ; 702.779,68 € ; 230.487,04 € 
C4541;Europa;Albania;Material de oficina;Online;Alta;29/09/2022;454127442;12/11/2022;5257; 651,21 € ; 524,96 € ; 3.423.410,97 € ; 2.759.714,72 € 
C7197;Australia y Oceanía;Samoa ;Cereales;Online;Crítica;1/06/2021;719784152;11/07/2021;8981; 205,70 € ; 117,11 € ; 1.847.391,70 € ; 1.051.764,91 € 
C6922;Asia;Indonesia;Verduras;Online;Alta;16/02/2021;692284429;7/03/2021;1201; 154,06 € ; 90,93 € ; 185.026,06 € ; 109.206,93 € 
C6779;África;South Africa;Snacks;Offline;Baja;12/01/2022;677927100;18/01/2022;2549; 152,58 € ; 97,44 € ; 388.926,42 € ; 248.374,56 € 
C6033;África;Malawi;Cereales;Online;Baja;27/10/2021;603323495;6/12/2021;5684; 205,70 € ; 117,11 € ; 1.169.198,80 € ; 665.653,24 € 
C4653;Europa;United Kingdom;Ropa;Online;Baja;11/01/2020;465397441;23/02/2020;300; 109,28 € ; 35,84 € ; 32.784,00 € ; 10.752,00 € 
C7813;Centroamérica y Caribe;Jamaica;Alimento infantil;Online;Alta;17/04/2022;781385266;22/04/2022;8119; 255,28 € ; 159,42 € ; 2.072.618,32 € ; 1.294.330,98 € 
C3388;Asia;Nepal;Material de oficina;Offline;Media;21/10/2021;338835799;26/10/2021;7898; 651,21 € ; 524,96 € ; 5.143.256,58 € ; 4.146.134,08 € 
C2456;África;Mali;Alimento infantil;Online;Crítica;20/09/2020;245610368;22/10/2020;421; 255,28 € ; 159,42 € ; 107.472,88 € ; 67.115,82 € 
C7798;Asia;China;Alimento infantil;Online;Alta;7/03/2020;779882800;21/03/2020;3506; 255,28 € ; 159,42 € ; 895.011,68 € ; 558.926,52 € 
C9401;África;Togo;Cuidado personal;Online;Baja;19/09/2021;940139424;2/11/2021;7002; 81,73 € ; 56,67 € ; 572.273,46 € ; 396.803,34 € 
C6951;Australia y Oceanía;Solomon Islands;Doméstico;Offline;Alta;16/02/2020;695179069;16/02/2020;7790; 668,27 € ; 502,54 € ; 5.205.823,30 € ; 3.914.786,60 € 
C5341;África;Central African Republic;Frutas;Offline;Crítica;12/01/2022;534113061;10/02/2022;4779; 9,33 € ; 6,92 € ; 44.588,07 € ; 33.070,68 € 
C1163;África;Swaziland;Cosméticos;Online;Baja;10/08/2021;116365230;20/08/2021;3912; 437,20 € ; 263,33 € ; 1.710.326,40 € ; 1.030.146,96 € 
C5216;África;United Arab Emirates;Cereales;Online;Media;28/12/2021;521671903;6/02/2022;3164; 205,70 € ; 117,11 € ; 650.834,80 € ; 370.536,04 € 
C2000;Australia y Oceanía;Fiji;Bebida;Offline;Baja;12/06/2022;200081908;12/06/2022;7538; 47,45 € ; 31,79 € ; 357.678,10 € ; 239.633,02 € 
C8219;África;Swaziland;Cosméticos;Offline;Crítica;19/08/2022;821956574;27/09/2022;4071; 437,20 € ; 263,33 € ; 1.779.841,20 € ; 1.072.016,43 € 
C5279;Europa;Vatican City;Verduras;Offline;Alta;7/03/2021;527969729;17/04/2021;6830; 154,06 € ; 90,93 € ; 1.052.229,80 € ; 621.051,90 € 
C6791;Asia;Thailand;Bebida;Online;Baja;5/11/2022;679107701;7/11/2022;1915; 47,45 € ; 31,79 € ; 90.866,75 € ; 60.877,85 € 
C9066;Europa;Georgia;Verduras;Online;Alta;12/10/2022;906669318;24/10/2022;2454; 154,06 € ; 90,93 € ; 378.063,24 € ; 223.142,22 € 
C4622;África;Guinea-Bissau;Snacks;Online;Baja;31/03/2022;462265908;19/04/2022;3610; 152,58 € ; 97,44 € ; 550.813,80 € ; 351.758,40 € 
C4678;Europa;Estonia;Snacks;Online;Baja;28/06/2021;467821300;9/07/2021;7573; 152,58 € ; 97,44 € ; 1.155.488,34 € ; 737.913,12 € 
C7655;África;Swaziland;Cosméticos;Offline;Alta;26/02/2021;765571820;7/04/2021;8569; 437,20 € ; 263,33 € ; 3.746.366,80 € ; 2.256.474,77 € 
C3680;Centroamérica y Caribe;Trinidad and Tobago;Cosméticos;Online;Crítica;9/11/2020;368066298;24/12/2020;7852; 437,20 € ; 263,33 € ; 3.432.894,40 € ; 2.067.667,16 € 
C6081;África;Ghana;Doméstico;Online;Media;12/08/2020;608166062;9/09/2020;8707; 668,27 € ; 502,54 € ; 5.818.626,89 € ; 4.375.615,78 € 
C1890;África;Djibouti;Ropa;Online;Alta;10/04/2022;189044940;12/05/2022;1454; 109,28 € ; 35,84 € ; 158.893,12 € ; 52.111,36 € 
C1341;Australia y Oceanía;New Zealand;Cereales;Offline;Crítica;15/05/2022;134189260;24/05/2022;8439; 205,70 € ; 117,11 € ; 1.735.902,30 € ; 988.291,29 € 
C6373;África;Syria;Cuidado personal;Offline;Baja;17/02/2022;637397849;21/02/2022;9043; 81,73 € ; 56,67 € ; 739.084,39 € ; 512.466,81 € 
C6127;Europa;Albania;Ropa;Online;Alta;26/04/2020;612782037;19/05/2020;4677; 109,28 € ; 35,84 € ; 511.102,56 € ; 167.623,68 € 
C8447;Asia;Taiwan;Material de oficina;Offline;Crítica;24/05/2020;844765651;1/06/2020;3783; 651,21 € ; 524,96 € ; 2.463.527,43 € ; 1.985.923,68 € 
C8380;África;Ethiopia;Bebida;Offline;Media;2/07/2020;838085019;21/07/2020;6836; 47,45 € ; 31,79 € ; 324.368,20 € ; 217.316,44 € 
C1677;Europa;United Kingdom;Snacks;Offline;Media;11/08/2020;167788970;11/08/2020;1340; 152,58 € ; 97,44 € ; 204.457,20 € ; 130.569,60 € 
C7292;África;Cape Verde;Material de oficina;Offline;Baja;5/02/2021;729238831;16/02/2021;6830; 651,21 € ; 524,96 € ; 4.447.764,30 € ; 3.585.476,80 € 
C8881;África;Tanzania;Alimento infantil;Online;Media;24/04/2021;888108432;13/06/2021;9876; 255,28 € ; 159,42 € ; 2.521.145,28 € ; 1.574.431,92 € 
C4303;Centroamérica y Caribe;Trinidad and Tobago;Snacks;Online;Alta;1/01/2021;430384099;27/01/2021;9074; 152,58 € ; 97,44 € ; 1.384.510,92 € ; 884.170,56 € 
C1123;África;Togo;Cereales;Offline;Alta;1/10/2021;112364661;9/11/2021;55; 205,70 € ; 117,11 € ; 11.313,50 € ; 6.441,05 € 
C3106;Europa;Montenegro;Doméstico;Online;Alta;7/09/2022;310661447;8/09/2022;480; 668,27 € ; 502,54 € ; 320.769,60 € ; 241.219,20 € 
C5721;Europa;Russia;Ropa;Offline;Media;23/11/2021;572198283;6/12/2021;5042; 109,28 € ; 35,84 € ; 550.989,76 € ; 180.705,28 € 
C9642;Asia;Nepal;Cereales;Offline;Media;29/09/2020;964211499;7/11/2020;464; 205,70 € ; 117,11 € ; 95.444,80 € ; 54.339,04 € 
C7242;África;Kenya;Doméstico;Online;Alta;4/06/2022;724249923;3/07/2022;501; 668,27 € ; 502,54 € ; 334.803,27 € ; 251.772,54 € 
C5101;África;Zimbabwe;Alimento infantil;Online;Crítica;11/12/2021;510174882;12/12/2021;940; 255,28 € ; 159,42 € ; 239.963,20 € ; 149.854,80 € 
C1501;África;Turkey;Bebida;Offline;Alta;15/11/2021;150160205;22/11/2021;4596; 47,45 € ; 31,79 € ; 218.080,20 € ; 146.106,84 € 
C8926;Europa;Portugal;Bebida;Online;Media;27/04/2022;892692220;11/05/2022;6320; 47,45 € ; 31,79 € ; 299.884,00 € ; 200.912,80 € 
C4565;Centroamérica y Caribe;Costa Rica;Doméstico;Online;Media;11/05/2022;456569755;9/06/2022;7991; 668,27 € ; 502,54 € ; 5.340.145,57 € ; 4.015.797,14 € 
C6809;Norteamérica;Canada;Material de oficina;Online;Media;23/06/2021;680904138;11/07/2021;3520; 651,21 € ; 524,96 € ; 2.292.259,20 € ; 1.847.859,20 € 
C7751;Centroamérica y Caribe;Trinidad and Tobago;Doméstico;Online;Media;25/12/2020;775119197;2/02/2021;3850; 668,27 € ; 502,54 € ; 2.572.839,50 € ; 1.934.779,00 € 
C4689;África;Iran;Cárnicos;Online;Baja;7/08/2022;468951261;19/08/2022;1954; 421,89 € ; 364,69 € ; 824.373,06 € ; 712.604,26 € 
C4624;África;Burundi;Material de oficina;Online;Baja;16/04/2021;462449157;31/05/2021;7837; 651,21 € ; 524,96 € ; 5.103.532,77 € ; 4.114.111,52 € 
C1759;África;Cameroon;Cosméticos;Offline;Alta;3/01/2021;175974214;13/01/2021;3535; 437,20 € ; 263,33 € ; 1.545.502,00 € ; 930.871,55 € 
C9002;Asia;Maldives;Cosméticos;Offline;Baja;24/10/2021;900200259;10/11/2021;8116; 437,20 € ; 263,33 € ; 3.548.315,20 € ; 2.137.186,28 € 
C8461;Centroamérica y Caribe;Nicaragua;Cereales;Offline;Crítica;25/04/2021;846113622;3/06/2021;2678; 205,70 € ; 117,11 € ; 550.864,60 € ; 313.620,58 € 
C9950;Europa;Ukraine;Alimento infantil;Offline;Alta;22/10/2021;995013129;27/11/2021;5351; 255,28 € ; 159,42 € ; 1.366.003,28 € ; 853.056,42 € 
C1485;África;Madagascar;Cuidado personal;Online;Crítica;9/04/2020;148510110;14/05/2020;6297; 81,73 € ; 56,67 € ; 514.653,81 € ; 356.850,99 € 
C7785;Australia y Oceanía;Australia;Ropa;Online;Media;27/03/2021;778528392;14/05/2021;2707; 109,28 € ; 35,84 € ; 295.820,96 € ; 97.018,88 € 
C4773;África;Somalia;Bebida;Online;Media;22/01/2021;477304303;23/01/2021;3805; 47,45 € ; 31,79 € ; 180.547,25 € ; 120.960,95 € 
C5073;Europa;San Marino;Snacks;Offline;Alta;13/10/2020;507386672;22/10/2020;5846; 152,58 € ; 97,44 € ; 891.982,68 € ; 569.634,24 € 
C8516;África;Turkey;Snacks;Offline;Crítica;10/11/2021;851636826;10/11/2021;7117; 152,58 € ; 97,44 € ; 1.085.911,86 € ; 693.480,48 € 
C6632;Centroamérica y Caribe;Grenada;Cárnicos;Online;Alta;4/11/2021;663228595;15/12/2021;2934; 421,89 € ; 364,69 € ; 1.237.825,26 € ; 1.070.000,46 € 
C5156;Europa;Lithuania;Cereales;Offline;Baja;25/07/2021;515648305;3/08/2021;647; 205,70 € ; 117,11 € ; 133.087,90 € ; 75.770,17 € 
C1526;Australia y Oceanía;Papua New Guinea;Bebida;Online;Alta;23/10/2020;152694785;16/11/2020;4635; 47,45 € ; 31,79 € ; 219.930,75 € ; 147.346,65 € 
C7384;Europa;Serbia;Cereales;Online;Alta;23/08/2022;738479363;7/09/2022;1309; 205,70 € ; 117,11 € ; 269.261,30 € ; 153.296,99 € 
C8074;Europa;Ukraine;Snacks;Offline;Media;5/07/2020;807425868;7/07/2020;4112; 152,58 € ; 97,44 € ; 627.408,96 € ; 400.673,28 € 
C3142;Norteamérica;Greenland;Bebida;Offline;Crítica;24/07/2022;314270627;12/08/2022;8517; 47,45 € ; 31,79 € ; 404.131,65 € ; 270.755,43 € 
C1840;Europa;Lithuania;Doméstico;Offline;Baja;15/08/2021;184062469;20/09/2021;7030; 668,27 € ; 502,54 € ; 4.697.938,10 € ; 3.532.856,20 € 
C9621;África;South Sudan;Cuidado personal;Offline;Baja;10/05/2022;962162721;15/06/2022;4185; 81,73 € ; 56,67 € ; 342.040,05 € ; 237.163,95 € 
C5642;Asia;Maldives;Ropa;Online;Crítica;7/09/2022;564245212;19/10/2022;1552; 109,28 € ; 35,84 € ; 169.602,56 € ; 55.623,68 € 
C1262;Asia;Kazakhstan;Doméstico;Offline;Media;3/12/2020;126296269;12/01/2021;2728; 668,27 € ; 502,54 € ; 1.823.040,56 € ; 1.370.929,12 € 
C8546;África;Kuwait;Cosméticos;Online;Baja;2/02/2020;854614722;5/02/2020;8343; 437,20 € ; 263,33 € ; 3.647.559,60 € ; 2.196.962,19 € 
C8758;África;Rwanda;Cuidado personal;Offline;Alta;23/09/2020;875811898;13/10/2020;1058; 81,73 € ; 56,67 € ; 86.470,34 € ; 59.956,86 € 
